PROVINSI,JENIS_TANAMAN,LUAS_PANEN(Hektar),LUAS_SAWAH(Hektar),SUHU(C),CURAH_HUJAN(mm),PRODUKSI(ton),TAHUN
DKI JAKARTA,2,0.00,778.00,"28,4","2 908,00",0.00,2014
JAWA BARAT,2,70719.00,924307.00,"23,4","2 388,00",115261.00,2014
JAWA TENGAH,2,72235.00,966647.00,28,"2 628,00",125467.00,2014
DI YOGYAKARTA,2,16337.00,54417.00,"26,3","2 025,90",19579.00,2014
JAWA TIMUR,2,214880.00,1101765.00,28,"1 980,20",355464.00,2014
BANTEN,2,4815.00,200480.00,"27,3","1 521,00",6384.00,2014
BALI,2,5357.00,76655.00,"27,4","1 640,60",8187.00,2014
NUSA TENGGARA BARAT,2,68896.00,254298.00,,"1 563,90",97172.00,2014
NUSA TENGGARA TIMUR,2,2790.00,172954.00,"27,4","1 415,60",2710.00,2014
KALIMANTAN BARAT,2,2026.00,323959.00,"26,8","2 755,10",3161.00,2014
KALIMANTAN TENGAH,2,1166.00,215545.00,"27,4","2 853,90",1397.00,2014
KALIMANTAN SELATAN,2,6848.00,431437.00,"26,8","2 371,00",8946.00,2014
KALIMANTAN TIMUR,2,768.00,55485.00,"27,7","2 422,30",1128.00,2014
KALIMANTAN UTARA,2,97.00,21775.00,"27,4","2 654,60",97.00,2014
SULAWESI UTARA,2,5641.00,60475.00,"26,6","2 835,00",7529.00,2014
SULAWESI TENGAH,2,10138.00,141448.00,"26,7","705,1",16399.00,2014
SULAWESI SELATAN,2,36390.00,623139.00,"27,2","2 739,00",54723.00,2014
SULAWESI TENGGARA,2,5079.00,96826.00,"26,8","2 263,60",5691.00,2014
GORONTALO,2,2842.00,32116.00,"26,7","1 404,30",4273.00,2014
SULAWESI BARAT,2,3410.00,62312.00,"27,9","1 096,80",3998.00,2014
MALUKU,2,457.00,13519.00,"26,6","2 593,00",578.00,2014
MALUKU UTARA,2,615.00,10516.00,27,"1 811,00",762.00,2014
PAPUA BARAT,2,890.00,9587.00,"27,5","2 824,60",945.00,2014
PAPUA,2,3384.00,42843.00,"28,1","2 731,00",3983.00,2014
ACEH,3,2502.00,294129.00,"27,1","2 264,40",3080.00,2014
SUMATERA UTARA,3,8311.00,433043.00,"27,9","2 148,00",9777.00,2014
SUMATERA BARAT,3,5442.00,225890.00,"25,7","2 838,40",7410.00,2014
RIAU,3,1194.00,87594.00,"27,2","2 343,70",1134.00,2014
JAMBI,3,1139.00,101195.00,"27,2","1 781,00",1461.00,2014
SUMATERA SELATAN,3,2284.00,616753.00,"24,2","1 668,30",2720.00,2014
BENGKULU,3,4535.00,88756.00,"26,9","3 323,00",4612.00,2014
LAMPUNG,3,7651.00,363055.00,"25,8","1 682,50",9951.00,2014
KEP. BANGKA BELITUNG,3,206.00,7490.00,"27,2","1 675,00",224.00,2014
KEP. RIAU,3,155.00,405.00,"27,1","3 064,00",155.00,2014
DKI JAKARTA,3,0.00,778.00,"28,4","2 908,00",0.00,2014
JAWA BARAT,3,50007.00,924307.00,"23,4","2 388,00",73808.00,2014
JAWA TENGAH,3,91862.00,966647.00,28,"2 628,00",120158.00,2014
DI YOGYAKARTA,3,67532.00,54417.00,"26,3","2 025,90",71582.00,2014
JAWA TIMUR,3,139893.00,1101765.00,28,"1 980,20",188491.00,2014
BANTEN,3,8061.00,200480.00,"27,3","1 521,00",10700.00,2014
BALI,3,7876.00,76655.00,"27,4","1 640,60",8355.00,2014
NUSA TENGGARA BARAT,3,26458.00,254298.00,,"1 563,90",34284.00,2014
NUSA TENGGARA TIMUR,3,14046.00,172954.00,"27,4","1 415,60",14886.00,2014
KALIMANTAN BARAT,3,1049.00,323959.00,"26,8","2 755,10",1249.00,2014
KALIMANTAN TENGAH,3,470.00,215545.00,"27,4","2 853,90",529.00,2014
KALIMANTAN SELATAN,3,9744.00,431437.00,"26,8","2 371,00",11835.00,2014
KALIMANTAN TIMUR,3,1189.00,55485.00,"27,7","2 422,30",1520.00,2014
KALIMANTAN UTARA,3,241.00,21775.00,"27,4","2 654,60",249.00,2014
SULAWESI UTARA,3,5295.00,60475.00,"26,6","2 835,00",7069.00,2014
SULAWESI TENGAH,3,3751.00,141448.00,"26,7","705,1",5853.00,2014
SULAWESI SELATAN,3,24459.00,623139.00,"27,2","2 739,00",34464.00,2014
SULAWESI TENGGARA,3,6058.00,96826.00,"26,8","2 263,60",4652.00,2014
GORONTALO,3,1043.00,32116.00,"26,7","1 404,30",1227.00,2014
SULAWESI BARAT,3,376.00,62312.00,"27,9","1 096,80",502.00,2014
MALUKU,3,1149.00,13519.00,"26,6","2 593,00",1222.00,2014
MALUKU UTARA,3,2871.00,10516.00,27,"1 811,00",3136.00,2014
PAPUA BARAT,3,589.00,9587.00,"27,5","2 824,60",641.00,2014
PAPUA,3,1900.00,42843.00,"28,1","2 731,00",1960.00,2014
ACEH,4,1151.00,294129.00,"27,1","2 264,40",1233.00,2014
SUMATERA UTARA,4,2603.00,433043.00,"27,9","2 148,00",2907.00,2014
SUMATERA BARAT,4,441.00,225890.00,"25,7","2 838,40",559.00,2014
RIAU,4,598.00,87594.00,"27,2","2 343,70",645.00,2014
JAMBI,4,146.00,101195.00,"27,2","1 781,00",168.00,2014
SUMATERA SELATAN,4,868.00,616753.00,"24,2","1 668,30",1182.00,2014
BENGKULU,4,1175.00,88756.00,"26,9","3 323,00",1154.00,2014
LAMPUNG,4,2611.00,363055.00,"25,8","1 682,50",2352.00,2014
KEP. BANGKA BELITUNG,4,0.00,7490.00,"27,2","1 675,00",0.00,2014
KEP. RIAU,4,0.00,405.00,"27,1","3 064,00",0.00,2014
DKI JAKARTA,4,0.00,778.00,"28,4","2 908,00",0.00,2014
JAWA BARAT,4,10228.00,924307.00,"23,4","2 388,00",12749.00,2014
JAWA TENGAH,4,80221.00,966647.00,28,"2 628,00",96219.00,2014
DI YOGYAKARTA,4,439.00,54417.00,"26,3","2 025,90",261.00,2014
JAWA TIMUR,4,50259.00,1101765.00,28,"1 980,20",60310.00,2014
BANTEN,4,1094.00,200480.00,"27,3","1 521,00",907.00,2014
BALI,4,801.00,76655.00,"27,4","1 640,60",941.00,2014
NUSA TENGGARA BARAT,4,16395.00,254298.00,,"1 563,90",18218.00,2014
NUSA TENGGARA TIMUR,4,10548.00,172954.00,"27,4","1 415,60",9121.00,2014
KALIMANTAN BARAT,4,1256.00,323959.00,"26,8","2 755,10",923.00,2014
KALIMANTAN TENGAH,4,70.00,215545.00,"27,4","2 853,90",59.00,2014
KALIMANTAN SELATAN,4,759.00,431437.00,"26,8","2 371,00",817.00,2014
KALIMANTAN TIMUR,4,342.00,55485.00,"27,7","2 422,30",367.00,2014
KALIMANTAN UTARA,4,119.00,21775.00,"27,4","2 654,60",116.00,2014
SULAWESI UTARA,4,1170.00,60475.00,"26,6","2 835,00",1498.00,2014
SULAWESI TENGAH,4,839.00,141448.00,"26,7","705,1",721.00,2014
SULAWESI SELATAN,4,20315.00,623139.00,"27,2","2 739,00",27620.00,2014
SULAWESI TENGGARA,4,1476.00,96826.00,"26,8","2 263,60",1192.00,2014
GORONTALO,4,98.00,32116.00,"26,7","1 404,30",131.00,2014
SULAWESI BARAT,4,269.00,62312.00,"27,9","1 096,80",366.00,2014
MALUKU,4,754.00,13519.00,"26,6","2 593,00",797.00,2014
MALUKU UTARA,4,492.00,10516.00,27,"1 811,00",546.00,2014
PAPUA BARAT,4,170.00,9587.00,"27,5","2 824,60",176.00,2014
PAPUA,4,309.00,42843.00,"28,1","2 731,00",334.00,2014
ACEH,5,2432.00,294129.00,"27,1","2 264,40",31621.00,2014
SUMATERA UTARA,5,42062.00,433043.00,"27,9","2 148,00",1383346.00,2014
SUMATERA BARAT,5,5644.00,225890.00,"25,7","2 838,40",217962.00,2014
RIAU,5,4038.00,87594.00,"27,2","2 343,70",117287.00,2014
JAMBI,5,2268.00,101195.00,"27,2","1 781,00",35550.00,2014
SUMATERA SELATAN,5,10930.00,616753.00,"24,2","1 668,30",220014.00,2014
BENGKULU,5,4496.00,88756.00,"26,9","3 323,00",78853.00,2014
LAMPUNG,5,304468.00,363055.00,"25,8","1 682,50",8034016.00,2014
KEP. BANGKA BELITUNG,5,1064.00,7490.00,"27,2","1 675,00",19759.00,2014
KEP. RIAU,5,723.00,405.00,"27,1","3 064,00",8979.00,2014
DKI JAKARTA,5,0.00,778.00,"28,4","2 908,00",0.00,2014
JAWA BARAT,5,93921.00,924307.00,"23,4","2 388,00",2250024.00,2014
JAWA TENGAH,5,153201.00,966647.00,28,"2 628,00",3977810.00,2014
DI YOGYAKARTA,5,56120.00,54417.00,"26,3","2 025,90",884931.00,2014
JAWA TIMUR,5,157111.00,1101765.00,28,"1 980,20",3635454.00,2014
BANTEN,5,5679.00,200480.00,"27,3","1 521,00",85943.00,2014
BALI,5,8006.00,76655.00,"27,4","1 640,60",131887.00,2014
NUSA TENGGARA BARAT,5,4706.00,254298.00,,"1 563,90",92643.00,2014
NUSA TENGGARA TIMUR,5,63836.00,172954.00,"27,4","1 415,60",677577.00,2014
KALIMANTAN BARAT,5,12034.00,323959.00,"26,8","2 755,10",192967.00,2014
KALIMANTAN TENGAH,5,3608.00,215545.00,"27,4","2 853,90",43342.00,2014
KALIMANTAN SELATAN,5,4817.00,431437.00,"26,8","2 371,00",92272.00,2014
KALIMANTAN TIMUR,5,2988.00,55485.00,"27,7","2 422,30",60941.00,2014
KALIMANTAN UTARA,5,2006.00,21775.00,"27,4","2 654,60",41947.00,2014
SULAWESI UTARA,5,3685.00,60475.00,"26,6","2 835,00",46553.00,2014
SULAWESI TENGAH,5,4074.00,141448.00,"26,7","705,1",84688.00,2014
SULAWESI SELATAN,5,22083.00,623139.00,"27,2","2 739,00",478486.00,2014
SULAWESI TENGGARA,5,8420.00,96826.00,"26,8","2 263,60",175086.00,2014
GORONTALO,5,302.00,32116.00,"26,7","1 404,30",3987.00,2014
SULAWESI BARAT,5,1420.00,62312.00,"27,9","1 096,80",29902.00,2014
MALUKU,5,5013.00,13519.00,"26,6","2 593,00",97959.00,2014
MALUKU UTARA,5,7618.00,10516.00,27,"1 811,00",147917.00,2014
PAPUA BARAT,5,992.00,9587.00,"27,5","2 824,60",11169.00,2014
PAPUA,5,3729.00,42843.00,"28,1","2 731,00",45512.00,2014
ACEH,6,903.00,294129.00,"27,1","2 264,40",9696.00,2014
SUMATERA UTARA,6,11130.00,433043.00,"27,9","2 148,00",146622.00,2014
SUMATERA BARAT,6,5394.00,225890.00,"25,7","2 838,40",159865.00,2014
RIAU,6,981.00,87594.00,"27,2","2 343,70",8038.00,2014
JAMBI,6,2945.00,101195.00,"27,2","1 781,00",78677.00,2014
SUMATERA SELATAN,6,2112.00,616753.00,"24,2","1 668,30",24454.00,2014
BENGKULU,6,3931.00,88756.00,"26,9","3 323,00",52251.00,2014
LAMPUNG,6,4309.00,363055.00,"25,8","1 682,50",42000.00,2014
KEP. BANGKA BELITUNG,6,384.00,7490.00,"27,2","1 675,00",2992.00,2014
KEP. RIAU,6,225.00,405.00,"27,1","3 064,00",1804.00,2014
DKI JAKARTA,6,0.00,778.00,"28,4","2 908,00",0.00,2014
JAWA BARAT,6,25641.00,924307.00,"23,4","2 388,00",471737.00,2014
JAWA TENGAH,6,9053.00,966647.00,28,"2 628,00",179393.00,2014
DI YOGYAKARTA,6,409.00,54417.00,"26,3","2 025,90",5237.00,2014
JAWA TIMUR,6,13483.00,1101765.00,28,"1 980,20",312421.00,2014
BANTEN,6,2089.00,200480.00,"27,3","1 521,00",28336.00,2014
BALI,6,4378.00,76655.00,"27,4","1 640,60",54395.00,2014
NUSA TENGGARA BARAT,6,1082.00,254298.00,,"1 563,90",19015.00,2014
NUSA TENGGARA TIMUR,6,8177.00,172954.00,"27,4","1 415,60",60032.00,2014
KALIMANTAN BARAT,6,1809.00,323959.00,"26,8","2 755,10",15393.00,2014
KALIMANTAN TENGAH,6,1270.00,215545.00,"27,4","2 853,90",9048.00,2014
KALIMANTAN SELATAN,6,1806.00,431437.00,"26,8","2 371,00",23421.00,2014
KALIMANTAN TIMUR,6,1217.00,55485.00,"27,7","2 422,30",13004.00,2014
KALIMANTAN UTARA,6,340.00,21775.00,"27,4","2 654,60",3056.00,2014
SULAWESI UTARA,6,3945.00,60475.00,"26,6","2 835,00",39429.00,2014
SULAWESI TENGAH,6,1832.00,141448.00,"26,7","705,1",20452.00,2014
SULAWESI SELATAN,6,5082.00,623139.00,"27,2","2 739,00",78275.00,2014
SULAWESI TENGGARA,6,2688.00,96826.00,"26,8","2 263,60",24914.00,2014
GORONTALO,6,182.00,32116.00,"26,7","1 404,30",1904.00,2014
SULAWESI BARAT,6,531.00,62312.00,"27,9","1 096,80",5880.00,2014
MALUKU,6,1660.00,13519.00,"26,6","2 593,00",22547.00,2014
MALUKU UTARA,6,3649.00,10516.00,27,"1 811,00",44651.00,2014
PAPUA BARAT,6,1080.00,9587.00,"27,5","2 824,60",11826.00,2014
PAPUA,6,33041.00,42843.00,"28,1","2 731,00",411893.00,2014
ACEH,0,461060.00,290337.00,"27,1","1 575,00",2331046.00,2015
SUMATERA UTARA,0,781769.00,423465.00,"27,4","975,9",4044829.00,2015
SUMATERA BARAT,0,507545.00,226377.00,"26,5","3 548,00",2550609.00,2015
RIAU,0,107546.00,71910.00,"27,2","2 048,30",393917.00,2015
JAMBI,0,122214.00,94735.00,27,"1 694,90",541486.00,2015
SUMATERA SELATAN,0,872737.00,620632.00,"27,7","1 947,20",4247922.00,2015
BENGKULU,0,128833.00,85131.00,27,"2 668,90",578654.00,2015
LAMPUNG,0,707266.00,377463.00,"27,1","1 628,10",3641895.00,2015
KEP. BANGKA BELITUNG,0,11848.00,10654.00,"27,3","1 534,70",27068.00,2015
KEP. RIAU,0,263.00,246.00,27,"2 250,90",959.00,2015
DKI JAKARTA,0,1137.00,650.00,"28,4","2 169,50",6361.00,2015
JAWA BARAT,0,1857612.00,912794.00,"23,5","2 199,30",11373144.00,2015
JAWA TENGAH,0,1875793.00,965262.00,"28,5","1 620,70",11301422.00,2015
DI YOGYAKARTA,0,155838.00,53553.00,"26,1","2 045,50",945136.00,2015
JAWA TIMUR,0,2152070.00,1091752.00,28,"2 024,70",13154967.00,2015
BANTEN,0,386676.00,199492.00,"27,3","1 310,10",2188996.00,2015
BALI,0,137385.00,75922.00,"27,3","1 133,80",853710.00,2015
NUSA TENGGARA BARAT,0,467503.00,264666.00,"26,1","1 147,90",2417392.00,2015
NUSA TENGGARA TIMUR,0,266242.00,177238.00,"27,5","1 406,00",948088.00,2015
KALIMANTAN BARAT,0,433944.00,330724.00,"26,9","2 757,70",1275707.00,2015
KALIMANTAN TENGAH,0,254670.00,196553.00,"27,7","2 748,40",893202.00,2015
KALIMANTAN SELATAN,0,511213.00,450152.00,27,"2 509,60",2140276.00,2015
KALIMANTAN TIMUR,0,99209.00,57000.00,"27,9","2 069,40",408782.00,2015
KALIMANTAN UTARA,0,41115.00,21448.00,"27,6","2 311,50",112102.00,2015
SULAWESI UTARA,0,137438.00,55820.00,27,"1 807,00",674169.00,2015
SULAWESI TENGAH,0,209057.00,128323.00,"28,4","460,9",1015368.00,2015
SULAWESI SELATAN,0,1044030.00,628148.00,"27,3","3 382,00",5471806.00,2015
SULAWESI TENGGARA,0,140380.00,103812.00,"26,9","1 589,60",660720.00,2015
GORONTALO,0,59668.00,32058.00,"27,3","870,6",331220.00,2015
SULAWESI BARAT,0,93470.00,61292.00,"27,9","1 167,90",461844.00,2015
MALUKU,0,21141.00,13394.00,"26,5","1 987,20",117791.00,2015
MALUKU UTARA,0,21438.00,11802.00,"27,3","913,4",75265.00,2015
PAPUA BARAT,0,7174.00,10126.00,"27,4","2 844,60",30219.00,2015
PAPUA,0,41354.00,44462.00,"27,8","1 265,90",181769.00,2015
ACEH,1,47967.00,290337.00,"27,1","1 575,00",205125.00,2015
SUMATERA UTARA,1,243770.00,423465.00,"27,4","975,9",1519407.00,2015
SUMATERA BARAT,1,87825.00,226377.00,"26,5","3 548,00",602549.00,2015
RIAU,1,12425.00,71910.00,"27,2","2 048,30",30870.00,2015
JAMBI,1,8486.00,94735.00,27,"1 694,90",51712.00,2015
SUMATERA SELATAN,1,46315.00,620632.00,"27,7","1 947,20",289007.00,2015
BENGKULU,1,10137.00,85131.00,27,"2 668,90",52785.00,2015
LAMPUNG,1,293521.00,377463.00,"27,1","1 628,10",1502800.00,2015
KEP. BANGKA BELITUNG,1,181.00,10654.00,"27,3","1 534,70",666.00,2015
KEP. RIAU,1,203.00,246.00,27,"2 250,90",473.00,2015
DKI JAKARTA,1,0.00,650.00,"28,4","2 169,50",0.00,2015
JAWA BARAT,1,126828.00,912794.00,"23,5","2 199,30",959933.00,2015
JAWA TENGAH,1,542804.00,965262.00,"28,5","1 620,70",3212391.00,2015
DI YOGYAKARTA,1,65485.00,53553.00,"26,1","2 045,50",299084.00,2015
JAWA TIMUR,1,1213654.00,1091752.00,28,"2 024,70",6131163.00,2015
BANTEN,1,3518.00,199492.00,"27,3","1 310,10",11870.00,2015
BALI,1,15346.00,75922.00,"27,3","1 133,80",40603.00,2015
NUSA TENGGARA BARAT,1,143117.00,264666.00,"26,1","1 147,90",959973.00,2015
NUSA TENGGARA TIMUR,1,273194.00,177238.00,"27,5","1 406,00",685081.00,2015
KALIMANTAN BARAT,1,31851.00,330724.00,"26,9","2 757,70",103742.00,2015
KALIMANTAN TENGAH,1,2507.00,196553.00,"27,7","2 748,40",8189.00,2015
KALIMANTAN SELATAN,1,21926.00,450152.00,27,"2 509,60",128505.00,2015
KALIMANTAN TIMUR,1,2307.00,57000.00,"27,9","2 069,40",8379.00,2015
KALIMANTAN UTARA,1,474.00,21448.00,"27,6","2 311,50",1032.00,2015
SULAWESI UTARA,1,80885.00,55820.00,27,"1 807,00",300490.00,2015
SULAWESI TENGAH,1,32503.00,128323.00,"28,4","460,9",131123.00,2015
SULAWESI SELATAN,1,295115.00,628148.00,"27,3","3 382,00",1528414.00,2015
SULAWESI TENGGARA,1,23945.00,103812.00,"26,9","1 589,60",68141.00,2015
GORONTALO,1,129131.00,32058.00,"27,3","870,6",643512.00,2015
SULAWESI BARAT,1,20752.00,61292.00,"27,9","1 167,90",100811.00,2015
MALUKU,1,3260.00,13394.00,"26,5","1 987,20",13947.00,2015
MALUKU UTARA,1,3892.00,11802.00,"27,3","913,4",11728.00,2015
PAPUA BARAT,1,1307.00,10126.00,"27,4","2 844,60",2264.00,2015
PAPUA,1,2736.00,44462.00,"27,8","1 265,90",6666.00,2015
ACEH,2,32796.00,290337.00,"27,1","1 575,00",47910.00,2015
SUMATERA UTARA,2,5303.00,423465.00,"27,4","975,9",6549.00,2015
SUMATERA BARAT,2,296.00,226377.00,"26,5","3 548,00",353.00,2015
RIAU,2,1516.00,71910.00,"27,2","2 048,30",2145.00,2015
JAMBI,2,4906.00,94735.00,27,"1 694,90",6732.00,2015
SUMATERA SELATAN,2,11145.00,620632.00,"27,7","1 947,20",16818.00,2015
BENGKULU,2,4235.00,85131.00,27,"2 668,90",5388.00,2015
LAMPUNG,2,8407.00,377463.00,"27,1","1 628,10",9815.00,2015
KEP. BANGKA BELITUNG,2,1.00,10654.00,"27,3","1 534,70",1.00,2015
KEP. RIAU,2,14.00,246.00,27,"2 250,90",15.00,2015
DKI JAKARTA,2,0.00,650.00,"28,4","2 169,50",0.00,2015
JAWA BARAT,2,60172.00,912794.00,"23,5","2 199,30",98938.00,2015
JAWA TENGAH,2,70629.00,965262.00,"28,5","1 620,70",129794.00,2015
DI YOGYAKARTA,2,13886.00,53553.00,"26,1","2 045,50",18822.00,2015
JAWA TIMUR,2,208067.00,1091752.00,28,"2 024,70",344998.00,2015
BANTEN,2,5316.00,199492.00,"27,3","1 310,10",7291.00,2015
BALI,2,5146.00,75922.00,"27,3","1 133,80",7259.00,2015
NUSA TENGGARA BARAT,2,94948.00,264666.00,"26,1","1 147,90",125036.00,2015
NUSA TENGGARA TIMUR,2,3563.00,177238.00,"27,5","1 406,00",3615.00,2015
KALIMANTAN BARAT,2,1647.00,330724.00,"26,9","2 757,70",2637.00,2015
KALIMANTAN TENGAH,2,1052.00,196553.00,"27,7","2 748,40",1262.00,2015
KALIMANTAN SELATAN,2,7722.00,450152.00,27,"2 509,60",10537.00,2015
KALIMANTAN TIMUR,2,947.00,57000.00,"27,9","2 069,40",1519.00,2015
KALIMANTAN UTARA,2,2423.00,21448.00,"27,6","2 311,50",2239.00,2015
SULAWESI UTARA,2,5117.00,55820.00,27,"1 807,00",6685.00,2015
SULAWESI TENGAH,2,7094.00,128323.00,"28,4","460,9",13270.00,2015
SULAWESI SELATAN,2,38036.00,628148.00,"27,3","3 382,00",67192.00,2015
SULAWESI TENGGARA,2,7888.00,103812.00,"26,9","1 589,60",12799.00,2015
GORONTALO,2,2375.00,32058.00,"27,3","870,6",3203.00,2015
SULAWESI BARAT,2,4106.00,61292.00,"27,9","1 167,90",4218.00,2015
MALUKU,2,766.00,13394.00,"26,5","1 987,20",707.00,2015
MALUKU UTARA,2,453.00,11802.00,"27,3","913,4",475.00,2015
PAPUA BARAT,2,1362.00,10126.00,"27,4","2 844,60",1439.00,2015
PAPUA,2,2761.00,44462.00,"27,8","1 265,90",3522.00,2015
ACEH,3,2019.00,290337.00,"27,1","1 575,00",2527.00,2015
SUMATERA UTARA,3,7342.00,423465.00,"27,4","975,9",8517.00,2015
SUMATERA BARAT,3,4087.00,226377.00,"26,5","3 548,00",5964.00,2015
RIAU,3,1081.00,71910.00,"27,2","2 048,30",1036.00,2015
JAMBI,3,907.00,94735.00,27,"1 694,90",1176.00,2015
SUMATERA SELATAN,3,1709.00,620632.00,"27,7","1 947,20",2021.00,2015
BENGKULU,3,2971.00,85131.00,27,"2 668,90",3630.00,2015
LAMPUNG,3,3764.00,377463.00,"27,1","1 628,10",4963.00,2015
KEP. BANGKA BELITUNG,3,148.00,10654.00,"27,3","1 534,70",144.00,2015
KEP. RIAU,3,153.00,246.00,27,"2 250,90",153.00,2015
DKI JAKARTA,3,0.00,650.00,"28,4","2 169,50",0.00,2015
JAWA BARAT,3,43761.00,912794.00,"23,5","2 199,30",80719.00,2015
JAWA TENGAH,3,81395.00,965262.00,"28,5","1 620,70",109204.00,2015
DI YOGYAKARTA,3,70888.00,53553.00,"26,1","2 045,50",83300.00,2015
JAWA TIMUR,3,139544.00,1091752.00,28,"2 024,70",191579.00,2015
BANTEN,3,7614.00,199492.00,"27,3","1 310,10",11004.00,2015
BALI,3,7068.00,75922.00,"27,3","1 133,80",7065.00,2015
NUSA TENGGARA BARAT,3,20249.00,264666.00,"26,1","1 147,90",31142.00,2015
NUSA TENGGARA TIMUR,3,12231.00,177238.00,"27,5","1 406,00",10620.00,2015
KALIMANTAN BARAT,3,841.00,330724.00,"26,9","2 757,70",945.00,2015
KALIMANTAN TENGAH,3,465.00,196553.00,"27,7","2 748,40",523.00,2015
KALIMANTAN SELATAN,3,7413.00,450152.00,27,"2 509,60",9121.00,2015
KALIMANTAN TIMUR,3,882.00,57000.00,"27,9","2 069,40",1127.00,2015
KALIMANTAN UTARA,3,233.00,21448.00,"27,6","2 311,50",257.00,2015
SULAWESI UTARA,3,3438.00,55820.00,27,"1 807,00",3971.00,2015
SULAWESI TENGAH,3,2928.00,128323.00,"28,4","460,9",4943.00,2015
SULAWESI SELATAN,3,19203.00,628148.00,"27,3","3 382,00",19024.00,2015
SULAWESI TENGGARA,3,4862.00,103812.00,"26,9","1 589,60",3471.00,2015
GORONTALO,3,769.00,32058.00,"27,3","870,6",756.00,2015
SULAWESI BARAT,3,327.00,61292.00,"27,9","1 167,90",329.00,2015
MALUKU,3,922.00,13394.00,"26,5","1 987,20",801.00,2015
MALUKU UTARA,3,2273.00,11802.00,"27,3","913,4",2267.00,2015
PAPUA BARAT,3,594.00,10126.00,"27,4","2 844,60",653.00,2015
PAPUA,3,2268.00,44462.00,"27,8","1 265,90",2497.00,2015
ACEH,4,1522.00,290337.00,"27,1","1 575,00",1600.00,2015
SUMATERA UTARA,4,2712.00,423465.00,"27,4","975,9",3060.00,2015
SUMATERA BARAT,4,336.00,226377.00,"26,5","3 548,00",419.00,2015
RIAU,4,576.00,71910.00,"27,2","2 048,30",598.00,2015
JAMBI,4,113.00,94735.00,27,"1 694,90",129.00,2015
SUMATERA SELATAN,4,716.00,620632.00,"27,7","1 947,20",974.00,2015
BENGKULU,4,691.00,85131.00,27,"2 668,90",662.00,2015
LAMPUNG,4,1608.00,377463.00,"27,1","1 628,10",1445.00,2015
KEP. BANGKA BELITUNG,4,0.00,10654.00,"27,3","1 534,70",0.00,2015
KEP. RIAU,4,0.00,246.00,27,"2 250,90",0.00,2015
DKI JAKARTA,4,0.00,650.00,"28,4","2 169,50",0.00,2015
JAWA BARAT,4,7607.00,912794.00,"23,5","2 199,30",9691.00,2015
JAWA TENGAH,4,82186.00,965262.00,"28,5","1 620,70",98992.00,2015
DI YOGYAKARTA,4,394.00,53553.00,"26,1","2 045,50",230.00,2015
JAWA TIMUR,4,56191.00,1091752.00,28,"2 024,70",67821.00,2015
BANTEN,4,680.00,199492.00,"27,3","1 310,10",542.00,2015
BALI,4,560.00,75922.00,"27,3","1 133,80",516.00,2015
NUSA TENGGARA BARAT,4,23315.00,264666.00,"26,1","1 147,90",27074.00,2015
NUSA TENGGARA TIMUR,4,11130.00,177238.00,"27,5","1 406,00",9717.00,2015
KALIMANTAN BARAT,4,1462.00,330724.00,"26,9","2 757,70",1102.00,2015
KALIMANTAN TENGAH,4,52.00,196553.00,"27,7","2 748,40",44.00,2015
KALIMANTAN SELATAN,4,634.00,450152.00,27,"2 509,60",655.00,2015
KALIMANTAN TIMUR,4,162.00,57000.00,"27,9","2 069,40",176.00,2015
KALIMANTAN UTARA,4,112.00,21448.00,"27,6","2 311,50",113.00,2015
SULAWESI UTARA,4,845.00,55820.00,27,"1 807,00",969.00,2015
SULAWESI TENGAH,4,764.00,128323.00,"28,4","460,9",628.00,2015
SULAWESI SELATAN,4,31653.00,628148.00,"27,3","3 382,00",40787.00,2015
SULAWESI TENGGARA,4,1287.00,103812.00,"26,9","1 589,60",1036.00,2015
GORONTALO,4,105.00,32058.00,"27,3","870,6",138.00,2015
SULAWESI BARAT,4,264.00,61292.00,"27,9","1 167,90",360.00,2015
MALUKU,4,643.00,13394.00,"26,5","1 987,20",662.00,2015
MALUKU UTARA,4,614.00,11802.00,"27,3","913,4",739.00,2015
PAPUA BARAT,4,112.00,10126.00,"27,4","2 844,60",116.00,2015
PAPUA,4,429.00,44462.00,"27,8","1 265,90",468.00,2015
ACEH,5,2226.00,290337.00,"27,1","1 575,00",29131.00,2015
SUMATERA UTARA,5,47837.00,423465.00,"27,4","975,9",1619495.00,2015
SUMATERA BARAT,5,5318.00,226377.00,"26,5","3 548,00",208386.00,2015
RIAU,5,3578.00,71910.00,"27,2","2 048,30",103599.00,2015
JAMBI,5,2018.00,94735.00,27,"1 694,90",43433.00,2015
SUMATERA SELATAN,5,8801.00,620632.00,"27,7","1 947,20",217807.00,2015
BENGKULU,5,3573.00,85131.00,27,"2 668,90",80309.00,2015
LAMPUNG,5,279337.00,377463.00,"27,1","1 628,10",7387084.00,2015
KEP. BANGKA BELITUNG,5,1423.00,10654.00,"27,3","1 534,70",35024.00,2015
KEP. RIAU,5,708.00,246.00,27,"2 250,90",9157.00,2015
DKI JAKARTA,5,0.00,650.00,"28,4","2 169,50",0.00,2015
JAWA BARAT,5,85288.00,912794.00,"23,5","2 199,30",2000224.00,2015
JAWA TENGAH,5,150874.00,965262.00,"28,5","1 620,70",3571594.00,2015
DI YOGYAKARTA,5,55626.00,53553.00,"26,1","2 045,50",873362.00,2015
JAWA TIMUR,5,146787.00,1091752.00,28,"2 024,70",3161573.00,2015
